N=194124, N_branch=500, dt_b=-0.0001, dt_f=0.0001, rtol=1e-9
T_min=0, T_max_b=-6.283185307179586, T_max_f=12.566370614359172, ZOOM=False
Features: normalized position and unit tangent blocks.
Perigee: first noninitial geocentric minimum outside lunar SOI within each interval, before any detected surface entry.
Frame: geocentric inertial axes coincident with synodic axes at t=0.
STD: ddof=0; w statistics use offsets from the cluster circular mean (angle_origin_deg).
angle_resultant: 1=concentrated directions; 0=no defined mean direction. Broad angular clouds require caution with linearized moments.
NaN: missing event, undefined parameter/statistic, or missing representative parameter.

K=10, STD=0.01603226725
n = trajectories per cluster; conditions overlap.
n = 1: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)
n < 10: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)
n < 100: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)

K=10, phase=backward, parameter=a [km]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
89 37087 387 387 0 209650.6419 7467.329814 208699.1201 210385.422 1686.301855 207980.9749 285983.9067 78002.93181 9.665418111 1063.50449 76282.94834 nan nan
90 37187 807 807 0 203632.7016 206408.4731 189466.8676 738915.4274 549448.5598 189303.5332 1860212.195 1670908.662 3.889615955 545919.1308 1667215.898 nan nan
91 31548 276 276 0 210061.7737 17025.67078 209549.9438 277820.772 68270.82817 208046.8273 287320.4276 79273.60035 3.749594797 67928.85979 77428.51547 nan nan
92 220873 824 824 0 218497.8032 9079.151334 205884.7295 229023.5611 23138.83159 201619.1325 291400.9656 89781.83308 2.953691306 14524.23844 71075.27767 nan nan
93 163823 2 2 0 196708.7366 8067.735607 189447.7745 203969.6986 14521.92409 188641.001 204776.4722 16135.47121 nan 15328.69765 16135.47121 nan nan
94 23823 225 225 0 204183.8008 93959.5039 193896.2321 449341.2407 255445.0086 190360.5732 513608.7921 323248.2189 0.7866314622 247889.795 312157.3464 nan nan
95 35105 169 169 0 232405.6497 625244.9536 207486.018 2102930.495 1895444.477 189245.1579 2493776.735 2304531.578 1.859113748 1895452.64 2286298.881 nan nan
96 28143 39 39 0 240010.9928 2961.097751 233753.8624 240571.3547 6817.492304 233706.853 240656.4579 6949.60498 -0.3921482407 6455.052112 6502.061529 nan nan
97 168435 8636 8636 0 191233.1811 9425.836938 188595.4495 204861.154 16265.70444 188421.3759 291105.3417 102683.9658 7.066006563 14741.36552 100985.5533 nan nan
98 168245 1951 1951 0 196027.7626 73848.74937 188317.1995 292392.4644 104075.265 188199.5896 1173735.937 985536.3477 8.833640833 101884.5182 983227.991 nan nan
99 9696 366 366 0 902435.58 997453.157 216526.2112 2838591.24 2622065.029 210402.2272 8837569.013 8627166.785 3.278452294 1978830.906 7977808.679 nan nan
100 70703 1 1 0 290287.4875 0 290287.4875 290287.4875 0 290287.4875 290287.4875 0 nan 0 0 nan nan
101 193873 4 4 0 203858.0103 38859.34055 202590.0483 279917.8909 77327.84266 202564.8491 293141.664 90576.81494 1.99639886 90551.61573 90576.81494 nan nan
102 36610 10 10 0 209144.8124 372.9773143 208809.2697 209817.7674 1008.497772 208730.0858 209917.1152 1187.029405 0.5627412116 598.401896 642.3866349 nan nan
103 130521 270 270 0 198608.6913 295192.5037 188501.5201 968575.806 780074.2859 188380.7335 1286963.786 1098583.052 1.770697671 771670.3504 1090058.33 nan nan
104 28477 23 23 0 209340.3966 4952.933384 208761.1345 211368.2821 2607.147608 208590.8481 233644.9869 25054.13881 4.63465626 1708.420835 23985.12565 nan nan
105 28252 11 11 0 230639.0827 6517.324813 215271.8146 232528.09 17256.27545 209465.7422 233371.5924 23905.85015 -2.281859971 12804.86977 18610.9421 nan nan
106 20506 235 235 0 619112.7245 229905.6274 449669.3663 1157592.086 707922.7195 196083.6325 1627458.233 1431374.6 1.442676865 584687.3994 1054553.546 nan nan
107 215835 235 235 0 240490.0912 298901.1589 188826.1696 887982.1339 699155.9642 188380.6363 968464.3885 780083.7522 0.07394039626 576922.0847 577367.618 nan nan
108 84771 662 662 0 199806.8368 334994.4138 188622.2271 949676.1203 761053.8932 188375.5304 3868441.785 3680066.255 5.068357473 758579.0263 3677344.691 nan nan
109 57865 1 1 0 207958.6596 0 207958.6596 207958.6596 0 207958.6596 207958.6596 0 nan 0 0 nan nan
110 49984 682 682 0 216051.1057 3437.367719 208802.9261 219730.0339 10927.10784 202188.8047 220579.2414 18390.43678 -0.7814501601 7576.459668 14190.58107 nan nan
111 73614 56 56 0 199295.7749 38596.71739 189876.1996 343146.8283 153270.6286 189506.1369 344321.4846 154815.3477 2.835141629 140314.6136 141489.2699 nan nan
112 162668 13 13 0 191850.4568 80884.92089 188344.649 372707.3879 184362.7389 188318.3353 485860.3128 297541.9776 2.985049062 183971.8261 297124.7511 nan nan
113 127571 112 112 0 196947.2785 260648.9657 190877.7824 202550.5974 11672.81499 189685.8608 2686016.726 2496330.865 8.004278095 6865.05988 2490331.188 nan nan
114 31689 59 59 0 204703.792 216534.8987 190281.5602 707812.0149 517530.4547 189823.6681 1053071.573 863247.9048 1.377427994 516806.894 862066.452 nan nan
115 31230 4 4 0 587510.4292 229865.8119 247040.8156 799058.8609 552018.0452 192708.9317 830639.948 637931.0164 -0.8165902247 349238.4443 362212.5598 nan nan
116 36859 99 99 0 210607.5202 19360.62193 207960.0053 276176.6368 68216.63153 207895.6602 290701.7456 82806.08535 2.508174868 65475.87869 80000.98749 nan nan
117 29732 77 77 0 234352.1918 18925.34749 208873.9533 276263.3725 67389.4192 207916.3375 289124.0554 81207.71785 0.882800872 48174.46252 61035.14544 nan nan
118 216023 1372 1372 0 214029.9884 246631.7606 189869.5042 820462.0924 630592.5882 189300.9606 861218.0269 671917.0663 1.255259288 624101.4594 664857.394 nan nan
119 21252 2346 2345 1 197845.5902 2188.675495 195731.3994 202330.9574 6599.557953 195345.8198 203390.351 8044.531271 0.5003666422 5743.819413 6803.213068 nan nan
120 71952 3 3 0 1794037.332 1766175.368 360224.2413 4212136.123 3851911.882 200911.6756 4480813.766 4279902.091 0.7368462542 4011224.447 4279902.091 nan nan
121 32460 225 225 0 210052.8159 14293.20538 209282.5015 211393.7332 2111.231672 201120.2598 290138.19 89017.93015 5.016445181 6064.760953 80042.80399 nan nan
122 163368 796 796 0 237269.3371 17700.82216 228089.5727 281660.6567 53571.08401 206828.6985 288250.2872 81421.58873 1.488761634 49041.45559 55631.08611 nan nan
123 50865 113 113 0 209537.0842 11030.23589 208519.4615 224209.3924 15689.93092 208121.5732 287714.2479 79592.67475 5.882356913 14615.55575 78120.41129 nan nan
124 18323 3 3 0 236361.4614 463325.8033 210172.8023 1107552.539 897379.7368 207262.9513 1204351.548 997088.5965 1.726928432 874100.9288 967990.0865 nan nan
125 125845 2117 2117 0 198959.0276 237518.7951 191561.3789 203446.0014 11884.62244 189348.0623 4743779.603 4554431.541 13.18837116 6433.628568 4546681.429 nan nan
126 28055 3 3 0 543841.4711 211939.7687 364811.1632 828076.1247 463264.9615 344918.9068 859657.7528 514738.8461 0.6602772609 304126.91 315816.2818 nan nan
127 6253 1459 1459 0 221486.6606 1912.049223 218602.7532 224598.0852 5995.331957 210152.29 225480.9095 15328.61946 -0.6229893557 3376.154787 11713.66035 nan nan
128 195782 11 11 0 777719.8387 302702.8948 197803.2813 895456.9422 697653.6609 197436.995 898386.5326 700949.5376 -0.599862065 694724.0704 695090.3568 nan nan
129 127306 425 425 0 198151.6171 801769.9298 191337.0838 881412.4087 690075.3249 189723.6863 4889291.665 4699567.979 4.549547676 683906.373 4691785.63 nan nan
130 54455 53 53 0 228144.0249 4123.612685 219618.3149 231195.4842 11577.16934 212988.1711 239392.1064 26403.93525 -1.027304495 10748.24856 17019.72831 nan nan
131 127187 3 3 0 204807.8688 40910.93329 204689.91 282855.4982 78165.58817 204676.8035 291527.457 86850.65353 1.732037475 78178.69471 86850.65353 nan nan
132 30253 1 1 0 200845.7083 0 200845.7083 200845.7083 0 200845.7083 200845.7083 0 nan 0 0 nan nan
133 65426 7 7 0 207936.1526 28789.01748 207747.4795 273300.9886 65553.5091 207746.9149 290425.8947 82678.97973 2.214100208 65364.83598 82489.74202 nan nan
134 48586 230 230 0 207695.0132 28016.93343 206038.5112 288324.0759 82285.56469 205819.1963 291771.3033 85952.10694 2.097704225 81157.85799 84605.08533 nan nan
135 39542 5564 5563 1 212797.1589 116606.6763 191331.5995 263536.6133 72205.01375 189218.921 1894268.983 1705050.062 7.718368112 51850.12089 1682582.491 nan nan
136 175056 12459 12458 1 192543.8296 94329.12856 188134.1674 411141.3058 223007.1384 188020.2316 1047983.373 859963.1413 3.903606896 221984.0923 858826.1594 nan nan
137 80916 1868 1866 2 224479.7199 5079.564188 213668.3055 229608.2256 15939.92006 205932.0361 232694.4192 26762.38307 -0.9095862574 10188.80858 17925.07799 nan nan
138 99635 347 346 1 227245.3771 4498.513336 217214.1042 230831.7242 13617.62002 210106.8801 231221.811 21114.93082 -1.153097538 10694.85437 17802.07841 nan nan
139 106206 11 11 0 240720.0363 281.3284333 240148.7818 240954.4338 805.652025 240105.0343 241005.9384 900.9041009 -0.6596179453 857.1566156 900.9041009 nan nan
140 222381 388 388 0 228013.6055 19829.13385 225709.2044 287264.2914 61555.08706 225166.6583 288968.1546 63801.49628 2.211757251 60588.99984 62292.86297 nan nan
141 78349 80 80 0 198311.1771 13915.66965 189517.1168 220114.6846 30597.56779 189478.0538 290687.8457 101209.7919 3.637943518 16608.12819 84601.49696 nan nan
142 41696 22 22 0 208304.0631 16372.74993 206126.781 209483.9749 3357.193967 206005.9538 286467.5527 80461.59887 4.664315932 2090.054978 78368.36583 nan nan
143 116362 77 77 0 204988.1827 1434646.824 204471.0291 4962859.938 4758388.909 204389.677 5879060.796 5674671.119 2.941839394 4757879.287 5674080.145 nan nan
144 30290 159 159 0 210375.4487 4559.767522 204848.6883 219365.6786 14516.9903 202463.0917 221444.7577 18981.66595 0.2508310233 9740.14941 12125.74604 nan nan
145 159615 29 29 0 204864.6089 38890.05275 204614.565 292004.7046 87390.13962 204584.8212 292060.205 87475.38383 1.058528722 87205.57719 87261.07758 nan nan
146 177554 1021 1021 0 191755.8142 66067.24568 188232.6652 337956.4201 149723.7548 188194.4243 710987.6707 522793.2463 4.057624373 148454.8046 521486.0552 nan nan
147 122402 195 195 0 198350.2954 182366.6091 190839.8247 847836.0923 656996.2676 189747.9965 1018165.256 828417.2596 3.736699727 649421.3024 819750.4663 nan nan
148 47847 3452 3452 0 205852.9749 19057.47011 197546.5069 210281.9369 12735.42997 194857.0035 373405.2564 178548.2529 5.599317595 9225.073749 168586.1317 nan nan
149 149001 7726 7725 1 212374.7606 43648.59151 189421.9802 317290.8544 127868.8742 188388.312 528949.4833 340561.1713 2.984781913 105584.3008 317242.9297 nan nan
150 18540 3 3 0 1176259.276 809315.9732 320033.8199 2103729.659 1783695.839 224897.6581 2206781.924 1981884.266 0.1197101764 1886748.104 1981884.266 nan nan
151 26689 82 82 0 208435.714 439086.4573 189771.8684 1588730.195 1398958.326 189465.639 2416960.732 2227495.093 3.341875516 1359567.837 2187798.374 nan nan
152 172053 30 30 0 189594.3899 66846.6513 188385.7047 317658.1115 129272.4067 188372.761 524782.7884 336410.0274 3.979400766 129271.3107 336395.9877 nan nan
153 116821 7028 7028 0 206337.6174 3437.260401 199655.3616 209437.8589 9782.497331 189253.5008 210378.33 21124.82922 -1.459422808 7346.667791 17748.52861 nan nan
154 105831 60 60 0 210448.7265 11878.03829 207844.0018 236384.8941 28540.8923 207784.8281 282974.1851 75189.357 3.892397849 26049.74886 72639.03987 nan nan
155 81221 6701 6701 0 192170.8172 40833.08828 188622.445 293189.2327 104566.7877 188403.8878 519281.0089 330877.1211 3.498419373 66979.1383 293070.9145 nan nan
156 22902 244 244 0 200677.6829 952795.7673 188521.4811 954194.475 765672.9939 188375.8048 9733554.719 9545178.914 7.291894491 763091.726 9542451.97 nan nan
157 60 424 68 356 280845.9938 167697.7348 274849.9672 775662.5764 500812.6092 211804.3863 827653.9353 615849.549 2.230861405 nan nan nan nan
158 32600 328 328 0 200948.4236 198019.316 189502.4148 739690.3209 550187.9062 189428.3972 875010.5689 685582.1718 1.376341598 548761.4976 684081.7456 nan nan
159 69158 1307 1307 0 200607.1733 951.5896935 199436.505 202504.6254 3068.120363 199131.2244 203235.591 4104.366555 0.4236723657 1799.587331 2530.552935 nan nan
160 159088 9710 9710 0 194226.9241 86044.93827 188031.2289 369615.1063 181583.8774 187998.576 1093940.343 905941.7669 4.600326047 181502.0986 905827.3352 nan nan
161 20951 156 156 0 472819.3396 143414.6221 402481.5761 701315.8504 298834.2743 211857.4066 1355062.816 1143205.41 3.710776951 242411.9803 891465.8471 nan nan
162 26779 7 7 0 210846.7193 766.9460338 210101.2896 212094.0076 1992.717991 210049.1959 212207.2737 2158.077769 0.4937095945 1122.415209 1174.508828 nan nan
163 191721 770 770 0 892532.4061 167184.4001 741453.182 1063159.704 321706.522 198105.7348 1116107.371 918001.6365 -2.543228448 210519.594 700835.8485 nan nan
164 177576 511 511 0 191040.8051 58159.30233 188375.3034 317580.1465 129204.8431 188344.0034 748934.4051 560590.4017 4.341940059 128585.1535 559939.4121 nan nan
165 28964 142 142 0 199534.341 89473.99283 190386.0262 492150.7992 301764.773 189501.6338 627783.1014 438281.4676 2.640690979 294934.2806 430566.5828 nan nan
166 174954 338 338 0 240538.1078 14941.2255 239757.4183 290377.9224 50620.50408 233792.732 291304.9331 57512.20106 2.690074343 49812.90342 50739.9141 nan nan
167 111384 322 322 0 203137.7323 1272916.256 194070.8565 3621190.421 3427119.565 190345.4234 4840106.181 4649760.758 1.311078671 3420549.063 4639464.823 nan nan
168 38472 217 217 0 209129.8726 9350.849948 208329.953 209524.9689 1195.015841 208086.6073 290444.1243 82357.517 8.374455672 978.4486821 81232.75726 nan nan
169 37075 34 34 0 209193.1725 667.9835861 207564.8936 210041.8336 2476.939963 207530.476 210178.5169 2648.040863 -0.7795662463 1600.878186 1635.295759 nan nan
170 56663 6 6 0 1508434.128 847171.9061 198473.1241 2246038.179 2047565.055 198199.4804 2265839.401 2067639.92 -0.432279962 2067366.277 2067639.92 nan nan
171 30619 21 21 0 212529.2847 39199.20707 209883.3269 342622.4589 132739.1321 207505.6899 348486.9407 140981.2507 2.966162725 130644.7014 136509.1831 nan nan
172 172893 300 300 0 191201.4928 64177.69473 188361.4908 360219.1186 171857.6279 188316.9417 596315.2502 407998.3086 3.387325345 171778.6871 407874.8187 nan nan
173 105817 602 602 0 205928.0793 3806.362238 200658.0593 212007.9134 11349.85416 200496.666 213352.9312 12856.26519 0.06819832476 7087.442033 8432.459768 nan nan
174 29400 192 192 0 237944.7239 605532.7089 204282.3495 1752184.235 1547901.886 202408.4882 3634819.281 3432410.793 1.946122584 1537884.537 3420519.582 nan nan
175 102879 606 605 1 228221.4663 4229.907353 216647.8428 230757.5901 14109.74733 212748.0609 233270.8648 20522.80396 -1.415556074 13053.02971 16952.81162 nan nan
176 78351 13 13 0 234176.7111 34323.37004 207688.015 305964.8313 98276.81626 207676.2372 342072.9036 134396.6664 2.147698224 65499.98933 101608.0616 nan nan
177 81723 119 119 0 1568407.636 566753.6944 1113616.479 2700300.651 1586684.172 1046683.604 3851079.519 2804395.916 1.342210319 884902.2191 2035681.087 nan nan

K=178, phase=forward, parameter=e [-]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
0 87387 11870 11870 0 0.9520888092 0.2645792221 0.1782016984 0.9994928604 0.821291162 3.774545329e-05 1 0.9999622545 -1.608236032 0.8190473727 0.9972113257 nan nan
1 52545 5 5 0 0.5098761859 0.008306328551 0.4949476287 0.5135582511 0.0186106224 0.4948927666 0.5141397923 0.01924702571 -0.4814585255 0.01492855721 0.0149834193 nan nan
2 23125 681 2 679 0.6692330364 0.307645647 0.3923519541 0.9461141187 0.5537621646 0.3615873894 0.9768786834 0.615291294 nan nan nan nan nan
3 222301 114 114 0 0.6362854215 0.2109709649 0.1657812952 0.7444154987 0.5786342034 0.09236097773 0.973592302 0.8812313243 -1.136235016 0.470455381 0.5438756985 nan nan
4 41470 281 281 0 0.6952104679 0.05152373127 0.6823354861 0.7191378107 0.03680232458 0.09444405182 0.7253995605 0.6309555087 -10.98923172 0.02830083936 0.5978945494 nan nan
5 134930 373 373 0 0.86674805 0.1190733368 0.5817704652 0.9895785361 0.4078080709 0.3967217838 0.9999579307 0.6032361469 -1.655794361 0.306422265 0.4914709464 nan nan
6 4095 12 12 0 0.6904050801 0.1631374882 0.4220280854 0.6976579086 0.2756298233 0.1010133401 0.6982553616 0.5972420215 -3.459989388 0.2695970746 0.5888603727 nan nan
7 27925 848 848 0 0.3962788693 0.06249990793 0.2747092697 0.498839459 0.2241301893 0.2507497978 0.5143776329 0.2636278351 -0.2000447854 0.1245604406 0.1485199125 nan nan
8 80483 573 573 0 0.7509743904 0.1130900623 0.7253050952 0.7868454082 0.06154031305 0.09393560652 0.7978556523 0.7039200458 -5.321490224 0.05023808474 0.6478971393 nan nan
9 85560 4156 4156 0 0.9019556186 0.1925945879 0.3558738793 0.9983966721 0.6425227928 0.003595182828 0.9999999967 0.9964048139 -2.515205556 0.5949633632 0.9472420597 nan nan
10 10805 4495 4495 0 0.4398782943 0.0352991335 0.3824508738 0.4931716131 0.1107207392 0.370236774 0.5001331628 0.1298963889 -0.06901051436 0.05993417028 0.06536918145 nan nan
11 179738 223 223 0 0.9674614481 0.2230777124 0.283206498 0.9996933776 0.7164868796 0.01157572631 0.9999998271 0.9884241008 -2.160947315 0.7104805276 0.9821112993 nan nan
12 19213 212 212 0 0.0299197018 0.2812915812 0.004617052812 0.8778419734 0.8732249206 0.0006053674971 0.9920531568 0.9914477894 2.192883981 0.8562280243 0.9704392077 nan nan
13 130487 954 954 0 0.8734751768 0.05620161926 0.7994480729 0.978525005 0.1790769321 0.7763869908 0.9983871989 0.222000208 0.294434097 0.09617840043 0.1140037985 nan nan
14 172168 789 789 0 0.1851291522 0.03285597434 0.1740654439 0.2551919805 0.08112653659 0.09807517122 0.2847736903 0.1866985191 0.4440168937 0.07985055715 0.109432267 nan nan
15 47256 1638 1638 0 0.3562802849 0.03991304177 0.3053904315 0.4356315979 0.1302411664 0.2936553436 0.4912437396 0.1975883959 0.7453161903 0.07471665696 0.1303287987 nan nan
16 42220 146 134 12 0.8151386061 0.2446284526 0.3701306199 0.9969845102 0.6268538903 0.0358819124 0.9999581132 0.9640762008 -0.8824680816 0.5983081928 0.9325569003 nan nan
17 66531 79 79 0 0.6440232184 0.1696470485 0.09624243722 0.6956515787 0.5994091415 0.09462640143 0.7006735322 0.6060471308 -2.612618962 0.5456155659 0.5472316017 nan nan
18 124736 8042 8042 0 0.8256800995 0.06246255208 0.7454321164 0.9446900129 0.1992578965 0.7335254281 0.97502843 0.2415030019 0.3525573995 0.1170423553 0.1473807724 nan nan
19 31656 107 107 0 0.5047451753 0.00999726798 0.4811786208 0.5133887185 0.03221009771 0.4731862879 0.5137284353 0.04054214746 -0.9569106407 0.02696916871 0.03496150167 nan nan
20 110545 857 857 0 0.3764514043 0.04222139969 0.3022446998 0.4348274437 0.1325827439 0.2558570826 0.4770060289 0.2211489463 -0.129319254 0.07708162374 0.1144408181 nan nan
21 26707 71 71 0 0.4711655927 0.2136781921 0.2564422299 0.9859307473 0.7294885174 0.1822652894 0.9993522105 0.8170869212 0.9700114879 0.5147651546 0.5281866178 nan nan
22 34967 229 229 0 0.664852215 0.1153438613 0.6286078572 0.6895456405 0.06093778334 0.104595283 0.6929231371 0.5883278541 -4.323787139 0.04088950691 0.5649020812 nan nan
23 160198 246 246 0 0.7641708744 0.01871220544 0.7506670234 0.7734893795 0.02282235606 0.7483822029 0.9560823682 0.2077001653 8.485350982 0.01398919275 0.1924530854 nan nan
24 37073 54 54 0 0.6730556637 0.07967356352 0.6394141999 0.703842079 0.06442787906 0.1026438323 0.707393054 0.6047492216 -6.610434393 0.03774821975 0.5745185874 nan nan
25 148005 83 83 0 0.8920245715 0.1599562051 0.590972125 0.9999385399 0.408966415 0.104013138 0.999999701 0.895986563 -2.503739353 0.3501319922 0.8370909792 nan nan
26 124986 321 321 0 0.8360311392 0.06664839182 0.7631339128 0.9332363805 0.1701024677 0.463732097 0.9436392289 0.4799071319 -1.220274815 0.09134854712 0.3907503629 nan nan
27 167957 1 1 0 0.723570015 0 0.723570015 0.723570015 0 0.723570015 0.723570015 0 nan 0 0 nan nan
28 74390 39 39 0 0.7146028428 0.2719131504 0.1060281693 0.9526784972 0.8466503279 0.06521721253 0.9786743202 0.9134571077 -1.408915437 0.5552260186 0.5960369754 nan nan
29 40549 28 28 0 0.6834282663 0.009358003169 0.6703148904 0.7022070394 0.03189214894 0.6672953505 0.7031667327 0.0358713822 0.3636220732 0.01906360767 0.02002330106 nan nan
30 49394 6526 6526 0 0.8658927335 0.1443478491 0.6255710198 0.9979875817 0.3724165619 0.09315892252 0.999999994 0.9068410715 -1.785541251 0.2264673904 0.7588794877 nan nan
